#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_003323865.1	PRJNA224116	SAMN08725533	PYAZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y16		latest	Scaffold	Major	Full	2018/07/16	ASM332386v1	The Hong Kong Polytechnic University	GCA_003323865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/865/GCF_003323865.1_ASM332386v1		
GCF_003323895.1	PRJNA224116	SAMN08725539	PYBF00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y4		latest	Scaffold	Major	Full	2018/07/16	ASM332389v1	The Hong Kong Polytechnic University	GCA_003323895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/895/GCF_003323895.1_ASM332389v1		
GCF_003323905.1	PRJNA224116	SAMN08725534	PYBA00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y10		latest	Scaffold	Major	Full	2018/07/16	ASM332390v1	The Hong Kong Polytechnic University	GCA_003323905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/905/GCF_003323905.1_ASM332390v1		
GCF_003323935.1	PRJNA224116	SAMN08725532	PYAY00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y17		latest	Scaffold	Major	Full	2018/07/16	ASM332393v1	The Hong Kong Polytechnic University	GCA_003323935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/935/GCF_003323935.1_ASM332393v1		
GCF_003323955.1	PRJNA224116	SAMN08725537	PYBD00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y13		latest	Scaffold	Major	Full	2018/07/16	ASM332395v1	The Hong Kong Polytechnic University	GCA_003323955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/955/GCF_003323955.1_ASM332395v1		
GCF_003323965.1	PRJNA224116	SAMN08725535	PYBB00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y11		latest	Scaffold	Major	Full	2018/07/16	ASM332396v1	The Hong Kong Polytechnic University	GCA_003323965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/965/GCF_003323965.1_ASM332396v1		
GCF_003323985.1	PRJNA224116	SAMN08725538	PYBE00000000.1	na	573	573	Klebsiella pneumoniae	strain=KP-Y7		latest	Scaffold	Major	Full	2018/07/16	ASM332398v1	The Hong Kong Polytechnic University	GCA_003323985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/985/GCF_003323985.1_ASM332398v1		
GCF_003324315.1	PRJNA224116	SAMN07291547	QMGN00000000.1	na	573	573	Klebsiella pneumoniae	strain=AR_0454		latest	Contig	Major	Full	2018/07/16	ASM332431v1	FDA/CDC	GCA_003324315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/324/315/GCF_003324315.1_ASM332431v1		
GCF_003325525.1	PRJNA224116	SAMN08384002	QOQZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=A3-1180		latest	Contig	Major	Full	2018/07/17	ASM332552v1	University of Pittsburgh School of Medicine	GCA_003325525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/525/GCF_003325525.1_ASM332552v1		
GCF_003326285.1	PRJNA224116	SAMN09298453	QOUA00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4993		latest	Contig	Major	Full	2018/07/18	ASM332628v1	University of Sao Paulo	GCA_003326285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/285/GCF_003326285.1_ASM332628v1		
GCF_003326295.1	PRJNA224116	SAMN09298457	QOTX00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_5006		latest	Contig	Major	Full	2018/07/18	ASM332629v1	University of Sao Paulo	GCA_003326295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/295/GCF_003326295.1_ASM332629v1		
GCF_003326305.1	PRJNA224116	SAMN09298456	QOTY00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_5003		latest	Contig	Major	Full	2018/07/18	ASM332630v1	University of Sao Paulo	GCA_003326305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/305/GCF_003326305.1_ASM332630v1		
GCF_003326315.1	PRJNA224116	SAMN09298452	QOUB00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4987		latest	Contig	Major	Full	2018/07/18	ASM332631v1	University of Sao Paulo	GCA_003326315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/315/GCF_003326315.1_ASM332631v1		
GCF_003326365.1	PRJNA224116	SAMN09298454	QOTZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4990		latest	Contig	Major	Full	2018/07/18	ASM332636v1	University of Sao Paulo	GCA_003326365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/365/GCF_003326365.1_ASM332636v1		
GCF_003326375.1	PRJNA224116	SAMN09298442	QOUD00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_1277		latest	Contig	Major	Full	2018/07/18	ASM332637v1	University of Sao Paulo	GCA_003326375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/375/GCF_003326375.1_ASM332637v1		
GCF_003326385.1	PRJNA224116	SAMN09298430	QOUE00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4219		latest	Contig	Major	Full	2018/07/18	ASM332638v1	University of Sao Paulo	GCA_003326385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/385/GCF_003326385.1_ASM332638v1		
GCF_003326395.1	PRJNA224116	SAMN09298450	QOUC00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4985		latest	Contig	Major	Full	2018/07/18	ASM332639v1	University of Sao Paulo	GCA_003326395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/395/GCF_003326395.1_ASM332639v1		
GCF_003326435.1	PRJNA224116	SAMN09298429	QOUF00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC-4224		latest	Contig	Major	Full	2018/07/18	ASM332643v1	University of Sao Paulo	GCA_003326435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/326/435/GCF_003326435.1_ASM332643v1		
GCF_003327505.1	PRJNA224116	SAMN09298427	QOVT00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4229		latest	Contig	Major	Full	2018/07/18	ASM332750v1	University of Sao Paulo	GCA_003327505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/327/505/GCF_003327505.1_ASM332750v1		
GCF_003327515.1	PRJNA224116	SAMN09298426	QOVU00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4235		latest	Contig	Major	Full	2018/07/18	ASM332751v1	University of Sao Paulo	GCA_003327515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/327/515/GCF_003327515.1_ASM332751v1		
GCF_003327585.1	PRJNA224116	SAMN09298425	QOVV00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_4234		latest	Contig	Major	Full	2018/07/18	ASM332758v1	University of Sao Paulo	GCA_003327585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/327/585/GCF_003327585.1_ASM332758v1		
GCF_003330945.1	PRJNA224116	SAMN09638204		na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=KC-Pl-HB1		latest	Complete Genome	Major	Full	2018/07/20	ASM333094v1	Korea Research Institute of Bioscience & Biotechnology	GCA_003330945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/945/GCF_003330945.1_ASM333094v1		
GCF_003332095.1	PRJNA224116	SAMN02803978	JNGV00000000.1	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=NUFHKp		latest	Scaffold	Major	Full	2018/07/20	ASM333209v1	Shanghai JiaoTong University School of Medicine	GCA_003332095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/332/095/GCF_003332095.1_ASM333209v1		
GCF_003334885.1	PRJNA224116	SAMN07311090	QPAF00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS006		latest	Contig	Major	Full	2018/07/21	ASM333488v1	Johns Hopkins University	GCA_003334885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/334/885/GCF_003334885.1_ASM333488v1		
GCF_003334895.1	PRJNA224116	SAMN07311094	QPAJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS010		latest	Contig	Major	Full	2018/07/21	ASM333489v1	Johns Hopkins University	GCA_003334895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/334/895/GCF_003334895.1_ASM333489v1		
GCF_003334925.1	PRJNA224116	SAMN07311091	QPAG00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS007		latest	Contig	Major	Full	2018/07/21	ASM333492v1	Johns Hopkins University	GCA_003334925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/334/925/GCF_003334925.1_ASM333492v1		
GCF_003334945.1	PRJNA224116	SAMN07311088	QPAE00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS004		latest	Contig	Major	Full	2018/07/21	ASM333494v1	Johns Hopkins University	GCA_003334945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/334/945/GCF_003334945.1_ASM333494v1		
GCF_003334955.1	PRJNA224116	SAMN07311093	QPAI00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS009		latest	Contig	Major	Full	2018/07/21	ASM333495v1	Johns Hopkins University	GCA_003334955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/334/955/GCF_003334955.1_ASM333495v1		
GCF_003334965.1	PRJNA224116	SAMN07311092	QPAH00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS008		latest	Contig	Major	Full	2018/07/21	ASM333496v1	Johns Hopkins University	GCA_003334965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/334/965/GCF_003334965.1_ASM333496v1		
GCF_003335005.1	PRJNA224116	SAMN07311086	QPAD00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS002		latest	Contig	Major	Full	2018/07/21	ASM333500v1	Johns Hopkins University	GCA_003335005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/335/005/GCF_003335005.1_ASM333500v1		
GCF_003335025.1	PRJNA224116	SAMN07311085	QPAC00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS001		latest	Contig	Major	Full	2018/07/21	ASM333502v1	Johns Hopkins University	GCA_003335025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/335/025/GCF_003335025.1_ASM333502v1		
GCF_003335065.1	PRJNA224116	SAMN07311096	QPAK00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS012		latest	Contig	Major	Full	2018/07/21	ASM333506v1	Johns Hopkins University	GCA_003335065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/335/065/GCF_003335065.1_ASM333506v1		
GCF_003338595.1	PRJNA224116	SAMN09298433	QOIJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=BC_1411		latest	Contig	Major	Full	2018/07/24	ASM333859v1	University of Sao Paulo	GCA_003338595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/338/595/GCF_003338595.1_ASM333859v1		
GCF_003339395.1	PRJNA224116	SAMN08897786	QBDU00000000.1	na	573	573	Klebsiella pneumoniae	strain=NDM1/OXA48		latest	Contig	Major	Full	2018/07/24	ASM333939v1	Fondazione Ri.MED	GCA_003339395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/339/395/GCF_003339395.1_ASM333939v1		
GCF_003345475.1	PRJNA224116	SAMN09711534	QQOM00000000.1	na	573	573	Klebsiella pneumoniae	strain=GB015		latest	Contig	Major	Full	2018/07/30	ASM334547v1	Sun Yat-sen University	GCA_003345475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/345/475/GCF_003345475.1_ASM334547v1		
GCF_003345685.1	PRJNA224116	SAMN07311089	QQOY00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS005		latest	Contig	Major	Full	2018/07/30	ASM334568v1	Johns Hopkins University	GCA_003345685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/345/685/GCF_003345685.1_ASM334568v1		
GCF_003345715.1	PRJNA224116	SAMN07311095	QQOZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS011		latest	Contig	Major	Full	2018/07/30	ASM334571v1	Johns Hopkins University	GCA_003345715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/345/715/GCF_003345715.1_ASM334571v1		
GCF_003345765.1	PRJNA224116	SAMN07311087	QQOX00000000.1	na	573	573	Klebsiella pneumoniae	strain=JHTS003		latest	Contig	Major	Full	2018/07/30	ASM334576v1	Johns Hopkins University	GCA_003345765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/345/765/GCF_003345765.1_ASM334576v1		
GCF_003346435.1	PRJNA224116	SAMN09710281	QQQQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=Q5_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334643v1	ANSES	GCA_003346435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/435/GCF_003346435.1_ASM334643v1		
GCF_003346445.1	PRJNA224116	SAMN09710283	QQQS00000000.1	na	573	573	Klebsiella pneumoniae	strain=M10_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334644v1	ANSES	GCA_003346445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/445/GCF_003346445.1_ASM334644v1		
GCF_003346475.1	PRJNA224116	SAMN09710282	QQQR00000000.1	na	573	573	Klebsiella pneumoniae	strain=G8_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334647v1	ANSES	GCA_003346475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/475/GCF_003346475.1_ASM334647v1		
GCF_003346495.1	PRJNA224116	SAMN09710279	QQQO00000000.1	na	573	573	Klebsiella pneumoniae	strain=H5_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334649v1	ANSES	GCA_003346495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/495/GCF_003346495.1_ASM334649v1		
GCF_003346525.1	PRJNA224116	SAMN09710278	QQQN00000000.1	na	573	573	Klebsiella pneumoniae	strain=M5_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334652v1	ANSES	GCA_003346525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/525/GCF_003346525.1_ASM334652v1		
GCF_003346535.1	PRJNA224116	SAMN09710277	QQQM00000000.1	na	573	573	Klebsiella pneumoniae	strain=L5_Kp		latest	Contig	Major	Full	2018/07/30	ASM334653v1	ANSES	GCA_003346535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/535/GCF_003346535.1_ASM334653v1		
GCF_003346575.1	PRJNA224116	SAMN09710280	QQQP00000000.1	na	573	573	Klebsiella pneumoniae	strain=K5_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334657v1	ANSES	GCA_003346575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/575/GCF_003346575.1_ASM334657v1		
GCF_003346595.1	PRJNA224116	SAMN09710276	QQQL00000000.1	na	573	573	Klebsiella pneumoniae	strain=E5_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334659v1	ANSES	GCA_003346595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/595/GCF_003346595.1_ASM334659v1		
GCF_003346605.1	PRJNA224116	SAMN09710275	QQQK00000000.1	na	573	573	Klebsiella pneumoniae	strain=2L7_Kp		latest	Scaffold	Major	Full	2018/07/30	ASM334660v1	ANSES	GCA_003346605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/605/GCF_003346605.1_ASM334660v1		
GCF_003346635.1	PRJNA224116	SAMN09710274	QQQJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=Z7_Kp		latest	Contig	Major	Full	2018/07/30	ASM334663v1	ANSES	GCA_003346635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/635/GCF_003346635.1_ASM334663v1		
GCF_003346645.1	PRJNA224116	SAMN09710273	QQQI00000000.1	na	573	573	Klebsiella pneumoniae	strain=2K7_Kp		latest	Contig	Major	Full	2018/07/30	ASM334664v1	ANSES	GCA_003346645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/645/GCF_003346645.1_ASM334664v1		
GCF_003346675.1	PRJNA224116	SAMN09710272	QQQH00000000.1	na	573	573	Klebsiella pneumoniae	strain=O7VF_Kp		latest	Contig	Major	Full	2018/07/30	ASM334667v1	ANSES	GCA_003346675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/675/GCF_003346675.1_ASM334667v1		
GCF_003346685.1	PRJNA224116	SAMN09710271	QQQG00000000.1	na	573	573	Klebsiella pneumoniae	strain=2D7_Kp		latest	Contig	Major	Full	2018/07/30	ASM334668v1	ANSES	GCA_003346685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/685/GCF_003346685.1_ASM334668v1		
GCF_003353255.1	PRJNA224116	SAMN05195951	QRAC00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPN_KPC_HUG_01		latest	Scaffold	Major	Full	2018/08/01	ASM335325v1	Geneva University Hospital	GCA_003353255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/255/GCF_003353255.1_ASM335325v1		
GCF_003353295.1	PRJNA224116	SAMN05195953	QRAE00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPN_KPC_HUG_03		latest	Scaffold	Major	Full	2018/08/01	ASM335329v1	Geneva University Hospital	GCA_003353295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/295/GCF_003353295.1_ASM335329v1		
GCF_003353335.1	PRJNA224116	SAMN05195952	QRAD00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPN_KPC_HUG_02		latest	Scaffold	Major	Full	2018/08/01	ASM335333v1	Geneva University Hospital	GCA_003353335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/335/GCF_003353335.1_ASM335333v1		
GCF_003353345.1	PRJNA224116	SAMN05195954	QRAF00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPN_KPC_HUG_04		latest	Contig	Major	Full	2018/08/01	ASM335334v1	Geneva University Hospital	GCA_003353345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/345/GCF_003353345.1_ASM335334v1		
GCF_003353375.1	PRJNA224116	SAMN05195956	QRAG00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPN_KPC_HUG_05		latest	Contig	Major	Full	2018/08/01	ASM335337v1	Geneva University Hospital	GCA_003353375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/375/GCF_003353375.1_ASM335337v1		
GCF_003353395.1	PRJNA224116	SAMN05195959	QRAH00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPN_KPC_HUG_07		latest	Scaffold	Major	Full	2018/08/01	ASM335339v1	Geneva University Hospital	GCA_003353395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/395/GCF_003353395.1_ASM335339v1		
GCF_003362865.1	PRJNA224116	SAMN09694010	QRBP00000000.1	na	573	573	Klebsiella pneumoniae	strain=1-RC-17-04134-3		latest	Contig	Major	Full	2018/08/05	ASM336286v1	University of Pittsburgh School of Medicine	GCA_003362865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/362/865/GCF_003362865.1_ASM336286v1		
GCF_003362895.1	PRJNA224116	SAMN09694009	QRBQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=1-RC-17-01140-2		latest	Contig	Major	Full	2018/08/05	ASM336289v1	University of Pittsburgh School of Medicine	GCA_003362895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/362/895/GCF_003362895.1_ASM336289v1		
GCF_003363315.1	PRJNA224116	SAMN09738040	QRCD00000000.1	na	573	573	Klebsiella pneumoniae	strain=K280		latest	Scaffold	Major	Full	2018/08/05	ASM336331v1	Zhejiang Provincial People's Hospital	GCA_003363315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/315/GCF_003363315.1_ASM336331v1		
GCF_003363345.1	PRJNA224116	SAMN09738089	QRCE00000000.1	na	573	573	Klebsiella pneumoniae	strain=K287		latest	Scaffold	Major	Full	2018/08/05	ASM336334v1	Zhejiang Provincial People's Hospital	GCA_003363345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/345/GCF_003363345.1_ASM336334v1		
GCF_003363395.1	PRJNA224116	SAMN09738094	QRCF00000000.1	na	573	573	Klebsiella pneumoniae	strain=K293		latest	Scaffold	Major	Full	2018/08/05	ASM336339v1	Zhejiang Provincial People's Hospital	GCA_003363395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/395/GCF_003363395.1_ASM336339v1		
GCF_003363415.1	PRJNA224116	SAMN09744208	QRCG00000000.1	na	573	573	Klebsiella pneumoniae	strain=K321		latest	Scaffold	Major	Full	2018/08/05	ASM336341v1	Zhejiang Provincial People's Hospital	GCA_003363415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/415/GCF_003363415.1_ASM336341v1		
GCF_003363445.1	PRJNA224116	SAMN09744225	QRCH00000000.1	na	573	573	Klebsiella pneumoniae	strain=K410		latest	Scaffold	Major	Full	2018/08/05	ASM336344v1	Zhejiang Provincial People's Hospital	GCA_003363445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/445/GCF_003363445.1_ASM336344v1		
GCF_003363475.1	PRJNA224116	SAMN09222895	QTKJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL68		latest	Contig	Major	Full	2018/08/06	ASM336347v1	The Chinese University of Hong Kong	GCA_003363475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/475/GCF_003363475.1_ASM336347v1		
GCF_003363495.1	PRJNA224116	SAMN09222890	QTKO00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL46		latest	Contig	Major	Full	2018/08/06	ASM336349v1	The Chinese University of Hong Kong	GCA_003363495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/495/GCF_003363495.1_ASM336349v1		
GCF_003363515.1	PRJNA224116	SAMN09222888	QTKQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL35		latest	Contig	Major	Full	2018/08/06	ASM336351v1	The Chinese University of Hong Kong	GCA_003363515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/515/GCF_003363515.1_ASM336351v1		
GCF_003363555.1	PRJNA224116	SAMN09222892	QTKM00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL50		latest	Contig	Major	Full	2018/08/06	ASM336355v1	The Chinese University of Hong Kong	GCA_003363555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/555/GCF_003363555.1_ASM336355v1		
GCF_003363565.1	PRJNA224116	SAMN09222891	QTKN00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL49		latest	Contig	Major	Full	2018/08/06	ASM336356v1	The Chinese University of Hong Kong	GCA_003363565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/565/GCF_003363565.1_ASM336356v1		
GCF_003363575.1	PRJNA224116	SAMN09222887	QTKR00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL34		latest	Contig	Major	Full	2018/08/06	ASM336357v1	The Chinese University of Hong Kong	GCA_003363575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/575/GCF_003363575.1_ASM336357v1		
GCF_003363595.1	PRJNA224116	SAMN09222894	QTKK00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL54		latest	Contig	Major	Full	2018/08/06	ASM336359v1	The Chinese University of Hong Kong	GCA_003363595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/595/GCF_003363595.1_ASM336359v1		
GCF_003363635.1	PRJNA224116	SAMN09222893	QTKL00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL52		latest	Contig	Major	Full	2018/08/06	ASM336363v1	The Chinese University of Hong Kong	GCA_003363635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/635/GCF_003363635.1_ASM336363v1		
GCF_003363645.1	PRJNA224116	SAMN09222889	QTKP00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL36		latest	Contig	Major	Full	2018/08/06	ASM336364v1	The Chinese University of Hong Kong	GCA_003363645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/645/GCF_003363645.1_ASM336364v1		
GCF_003363665.1	PRJNA224116	SAMN09222886	QTKS00000000.1	na	573	573	Klebsiella pneumoniae	strain=SL33		latest	Contig	Major	Full	2018/08/06	ASM336366v1	The Chinese University of Hong Kong	GCA_003363665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/665/GCF_003363665.1_ASM336366v1		
